Directors,Title
Lauren Greenfield,3
Lauren Miller Rogen,1
Laurent Bouhnik,1
Laurent Tirard,1
Laxman Utekar,1
Lea Thompson,1
Leah Wolchok,1
Lee Aronsohn,1
Lee Cronin,1
Lee Demarbre,1
Lee Fulkerson,1
Lee Harry,1
Lee Isaac Chung,2
Lee Kirk,1
Lee Tamahori,3
Lee Unkrich,1
"Lee Unkrich,Adrian Molina",1
Leena Pendharkar,1
Len Wiseman,2
Lena Khan,1
Lennart Ruff,1
Lenny Abrahamson,2
Leo Scherman,1
Leo Zhang,1
Leonard Nimoy,2
"Leonor Caraballo,Matteo Norzi",1
Les Mayfield,1
Lesley Chilcott,1
Leslie Greif,1
Leslie Iwerks,1
Leslie Small,1
"Leslie Small,Tim Story",3
Leslye Headland,1
Lewis Allen,1
Lewis Gilbert,1
Lewis Milestone,3
Lewis Teague,1
Liam Lynch,1
Liam O'Donnell,1
Lian Lunson,1
Lijo Jose Pellissery,1
Lily Zepeda,1
Lin Oeding,1
Linas Phillips,1
Linda Mendoza,1
"Linda Saffire,Adam Schlesinger",1
Lindsay Anderson,1
"Lisa Addario,Joe Syracuse",1
Lisa Azuelos,1
Lisa Brühlmann,1
Lisa D'Apolito,1
"Lisa Immordino Vreeland,Bent-Jorgen Perlmutt,Frédéric Tcheng",1
"Lisanne Pajot,James Swirsky",1
Liv Ullmann,1
Livi Zheng,1
Liz Garbus,2
Liz Plonka,1
Liza Johnson,1
Liza Mandelup,1
Lluís Quílez,1
Logan Sandler,1
Lone Scherfig,1
Lonny Price,1
Lorenzo DeStefano,1
Lori Petty,1
Lorna Tucker,1
"Lou Adler,Tommy Chong",1
Louie Psihoyos,1
Louie Schwartzberg,1
Louis C.K.,1
Louis J. Gasnier,1
Louis Malle,1
Louise Alston,1
Louise Archambault,1
Lowell Dean,1
Luc Jacquet,2
Luca Guadagnino,1
Lucas Belvaux,1
Luciano Moura,1
Lucio Fulci,3
Lucky McKee,2
"Lucky McKee,Chris Sivertson",1
Lucrecia Martel,1
Lucy Walker,1
Luigi Cozzi,1
Luis Buñuel,1
Luis Javier Henaine,1
Luis Puenzo,1
Luis Urquiza,1
Luis Valdez,1
Lukas Dhont,1
Lukas Feigelfeld,1
Luke Greenfield,1
Luke Moran,1
Luke Snellin,1
Luke Sparke,1
Lulu Wang,1
Lutz Hachmeister,1
Luv Ranjan,1
"Lydia Tenaglia,Morgan Fallon",1
Lynn Roth,1
Lynn Shelton,4
Lynne Ramsay,3
"Lyric R. Cabral,David Felix Sutcliffe",1
Léa Pool,1
M. Night Shyamalan,1
M.J. Bassett,2
Maclain Nelson,1
Macon Blair,1
"Madeleine Sami,Jackie van Beek",1
Madonna,1
Mads Brügger,1
Maggie Greenwald,1
Mahamat-Saleh Haroun,1
Mahmoud Sabbagh,1
Maksim Fadeev,1
Malcolm Venville,1
Malik Bader,1
Malik Bendjelloul,1
Malik Vitthal,1
Mandie Fletcher,1
Manfred Kirchheimer,1
Mangesh Hadawale,1
Mani Ratnam,2
Manuel Martín Cuenca,1
Mar Targarona,1
Marc Bauder,1
Marc Fafard,1
Marc Fienberg,1
Marc Forster,3
Marc Klasfeld,1
Marc Lawrence,1
Marc Meyers,1
Marc Rothemund,1
Marc Schölermann,1
Marc Singer,1
Marc Vigil,1
Marc Webb,1
Marcelo Gomes,1
Marcelo Machado,1
Marco Bellocchio,1
Marco Brambilla,1
Marco Schnabel,1
Marcus DeLeon,1
Marcus Dean Fuller,1
Marcus Dunstan,1
Marcus Raboy,2
Marek Kanievska,2
Maren Ade,1
Margaret Whitton,1
Margarethe von Trotta,2
Margarita Jimeno,1
Maria Pulera,1
Maria Ripoll,2
Maria Sole Tognazzi,1
Marianna Palka,1
Mario Bava,4
Mario Van Peebles,1
Marion Vernoux,1
Maris Curran,1
Marius Holst,1
Marja-Lewis Ryan,1
"Mark Andrews,Brenda Chapman,Steve Purcell",1
Mark Atkins,1
Mark Brokaw,1
Mark Christopher,1
Mark Cousins,1
Mark Craig,1
Mark Cullen,1
"Mark Dennis,Ben Foster",1
Mark Dindal,2
Mark Gill,1
Mark Goldblatt,1
Mark Grieco,1
Mark Herman,1
Mark Illsley,1
Mark Joffe,1
Mark Kemble,1
Mark Kendall,1
Mark Kidel,1
Mark L. Lester,1
Mark Levinson,1
"Mark Linfield,Alastair Fothergill",1
Mark Neveldine,1
"Mark Neveldine,Brian Taylor",1
Mark O'Connor,1
Mark Osborne,1
Mark Palansky,2
Mark Raso,1
"Mark Sandrich,Robert Allen",1
Mark Schmidt,1
Mark Simon Hewis,1
Mark Steven Johnson,1
Mark Tonderai,1
Mark Waters,3
Mark Webber,2
Mark Williams,1
Mark Young,1
Marko Mäkilaakso,1
Marshall Curry,2
Marshall Neilan,1
Marta Cunningham,1
Martha Coolidge,1
"Martha Shane,Lana Wilson",1
Martha Stephens,1
Marti Noxon,1
Martin Campbell,3
"Martin Davidson,Stephen Verona",1
Martin Donovan,1
Martin Koolhoven,1
Martin McDonagh,1
Martin Owen,1
Martin Provost,1
Martin Ritt,4
Martin Rosen,1
Martin Scorsese,6
Martina Kudlácek,1
Marty Callner,1
Marty Langford,1
Martín Hodara,1
Mary Dore,1
Mary Kerr,1
Mary Liz Thomson,1
Mary Mazzio,1
"Maryam Henein,George Langworthy",1
María Lidón,1
Masaaki Yuasa,1
Massimo Dallamano,1
Mat Whitecross,1
Matan Yair,1
Matej Minac,1
Mateo Gil,1
Mathieu Amalric,1
Mati Diop,1
"Matt Angel,Suzanne Coote",1
"Matt Checkowski,Kurt Mattila",1
Matt Cimber,1
Matt Dillon,1
Matt Johnson,1
Matt Palmer,1
Matt Piedmont,1
Matt Reeves,2
Matt Ross,2
Matt Ruskin,1
Matt Shakman,1
Matt Sobel,1
Matt Spicer,1
Matt Tyrnauer,1
Matt Wolf,2
Matteo Garrone,2
"Matthew Aeberhard,Leander Ward",1
Matthew Bate,1
"Matthew Bauckman,Jaret Belliveau",1
Matthew Bright,2
Matthew Broderick,1
Matthew Cooke,1
Matthew Dean Russell,1
Matthew Diamond,1
Matthew Heineman,2
Matthew Holness,1
Matthew Hope,1
Matthew J. Weiss,1
Matthew Miele,2
Matthew Ornstein,1
Matthew Porterfield,2
Matthew Robbins,1
Matthew Ross,2
Matthew Saville,1
Matthew Shoychet,1
Matthew Spradlin,1
Matthew Warchus,1
Matthew Weiner,1
Matthias Hoene,1
Maurice Joyce,1
"Mauro Carvalho,Thiago Cazado",1
"Max Giwa,Dania Pasquini",1
Max Joseph,1
Max Minghella,1
Max Nichols,1
Max Winkler,1
Maxime Giroux,1
Maya Forbes,1
Maya Kenig,1
McG,3
Megan Freels Johnston,1
Meghna Gulzar,1
Mel Brooks,1
Mel Gibson,2
Mel Smith,1
Mel Stuart,2
"Melvin Frank,Norman Panama",1
Menelik Shabazz,1
Meng Hua Ho,1
Meredith Danluck,1
"Merian C. Cooper,Ernest B. Schoedsack",1
Merland Hoxha,1
Mia Hansen-Løve,3
Michael Addis,1
"Michael Aimette,John G. Hofmann",1
Michael Almereyda,3
Michael Anderson,1
Michael Apted,4
Michael Axelgaard,1
Michael Bay,5
Michael Beach Nichols,1
Michael Blieden,1
Michael Carney,1
Michael Collins,2
Michael Crichton,1
Michael Cristofer,1
Michael Cuesta,2
Michael Curtiz,2
Michael Damian,1
Michael Dowse,3
"Michael Dwyer,Kaitlin McLaughlin",1
Michael Engler,1
Michael Fimognari,1
Michael Gornick,1
Michael Gottlieb,2
Michael Grodner,1
Michael Hoffman,2
Michael J. Weithorn,1
Michael James Johnson,1
Michael Keaton,1
Michael Knowles,1
"Michael LaBash,Tony Leondis",1
Michael Landon Jr.,2
Michael Laughlin,1
Michael Lehmann,2
Michael Lembeck,3
Michael Lindsay-Hogg,1
Michael Mabbott,1
Michael Mann,1
Michael Maren,1
Michael Mason,1
Michael Matthews,1
Michael McGowan,2
Michael Moore,3
Michael Morrissey,1
Michael Noer,1
Michael O. Sajbel,1
Michael Patrick King,1
Michael Paul Stephenson,2
Michael Perlman,1
Michael Petroni,1
Michael Polish,1
Michael Pressman,1
"Michael Rasmussen,Shawn Rasmussen",1
Michael Ray Rhodes,1
Michael Ritchie,1
Michael Rosenbaum,2
Michael Rossato-Bennett,1
Michael Seater,1
Michael Showalter,1
Michael Steiner,1
Michael Sucsy,1
Michael Thelin,1
Michael Tiddes,2
Michael Tolajian,1
Michael Traeger,1
Michael Tyburski,1
Michael Urie,1
Michael Walker,1
Michael Williams,1
Michael Wilson,1
Michael Winterbottom,2
Michal Marczak,1
Michaël R. Roskam,1
Michel Gondry,1
Michel Hazanavicius,1
"Michel Ocelot,Raymond Burlet",1
Michel Orion Scott,1
Michelangelo Antonioni,1
"Michelangelo Antonioni,Wim Wenders",1
Michele Soavi,1
Michèle Ohayon,1
Mick Jackson,3
Miguel Arteta,1
Miguel Cohan,1
Miguel Ángel Lamata,1
Mijke de Jong,1
Mika Kaurismäki,2
Mike Binder,3
Mike Clattenburg,1
Mike Disa,2
"Mike Diva,Akiva Schaffer",1
Mike Figgis,1
Mike Flanagan,4
"Mike Gabriel,Eric Goldberg",1
Mike Gan,1
Mike Judge,1
Mike Leigh,1
"Mike Lerner,Maxim Pozdorovkin",1
Mike Mendez,2
Mike Mills,1
Mike Newell,1
Mike Nichols,3
Mike P. Nelson,1
Mike Rohl,1
Mike Slee,1
Mike White,1
Mike Wiluan,1
Mike Woolf,1
Mikkel Nørgaard,2
Miles Brandman,1
Milind Dhaimade,1
Milind Rau,1
Milos Forman,1
Mimi Leder,3
Min-ho Woo,1
Mina Shum,1
Minhal Baig,1
Mira Nair,1
Mitch Davis,1
Mitch Dickman,1
Mitch Glazer,1
Mitchell Kezin,1
Mitchell Lichtenstein,1
Mitsuo Yanagimachi,1
Mitzi Peirone,1
"Mitzi Vanessa Arreola,Amir Galván Cervera",1
Mohamed Diab,1
Mohit Suri,1
Mohsen Makhmalbaf,1
Moisés Kaufman,1
Molly McGlynn,1
Monika Mitchell,1
Monte Hellman,2
Monty Miranda,1
Morgan J. Freeman,1
Morgan Matthews,2
Morgan Neville,3
Morgan Spurlock,1
"Motonori Sakakibara,Tetsuo Yajima,Kunihiko Yuyama",1
Mouly Surya,1
Moussa Touré,1
Mozez Singh,1
Mrighdeep Lamba,1
Mu Fei,1
Mélanie Laurent,1
Nacho G. Velilla,1
Nacho Vigalondo,1
Nadav Lapid,1
Nadeem Soumah,1
Nadine Labaki,1
Nag Ashwin,1
Nagesh Kukunoor,1
Nagraj Manjule,1
Nahnatchka Khan,1
Naina Sen,1
Namrata Singh Gujral,1
"Nana Ekvtimishvili,Simon Groß",1
Nancy Buirski,1
Nancy Kelly,1
Nancy Meckler,1
Nancy Meyers,1
Nancy Schwartzman,1
Nandita Das,1
Nanfu Wang,1
"Nanfu Wang,Jialing Zhang",1
Nanni Moretti,1
Naoko Yamada,1
Nash Edgerton,1
"Nat Faxon,Jim Rash",2
Natalia Leite,2
Natalie Portman,1
Natasha Kermani,1
"Nate Adams,Adam Carolla",1
Nate Taylor,1
Nathan Adloff,1
"Nathan Greno,Byron Howard",1
Nathan Morlando,1
Nathan Silver,1
Nati Baratz,1
Nattawut Poonpiriya,1
Nayan Padrai,1
Neal Brennan,1
Neal Miller,1
Neeraj Pandey,1
Neil Armfield,1
Neil Berkeley,2
Neil Jordan,2
Neil LaBute,1
Neil Marshall,3
Neil Triffett,1
Neil Turitz,1
Neill Blomkamp,1
Newt Arnold,1
Nia DaCosta,1
Nic Balthazar,1
Nic Mathieu,1
"Nicholas Corea,Bill Bixby",1
Nicholas Fackler,1
Nicholas Hytner,1
Nicholas Jarecki,1
Nicholas Kharkongor,1
Nicholas McCarthy,1
Nicholas Meyer,2
Nicholas Ray,1
Nicholas Stoller,1
Nicholas Webster,1
Nicholas Zeig-Owens,1
Nick Berardini,1
"Nick Bicanic,Jason Bourque",1
Nick Broomfield,4
"Nick Broomfield,Barney Broomfield,Marc Hoeferlin",1
Nick Cassavetes,1
"Nick Chakwin,David Guglielmo",1
Nick Hamm,1
Nick Nevern,1
Nick Powell,1
Nick Ryan,1
Nick Whitfield,1
Nickolas Perry,1
"Nickolas Perry,Harry Thomason",1
Nicolas Cage,1
Nicolas Roeg,1
Nicolas Vanier,2
Nicolas Winding Refn,2
Nicole Holofcener,1
Nicole Kassell,1
Niki Caro,1
Niki Lindroth von Bahr,1
Nikkhil Advani,1
Nila Madhab Panda,1
Nils Tavernier,1
Nima Nourizadeh,1
Nisha Ganatra,1
Nitesh Tiwari,1
Nitin Kakkar,1
Nitya Mehra,1
Noah Baumbach,5
"Noah Baumbach,Jake Paltrow",1
Noah Pritzker,1
Noble Jones,1
Nora Ephron,2
Nora Fingscheidt,1
Nora Twomey,1
Norman Foster,2
Norman Jewison,3
Norman Taurog,1
Norman Tokar,2
Nosipho Dumisa,1
"Noël Coward,David Lean",1
Noël Wells,1
Nuri Bilge Ceylan,1
Nzingha Stewart,1
Ofir Raul Graizer,1
Olaf de Fleur Johannesson,1
Olatunde Osunsanmi,1
Ole Bornedal,2
Oleg Stepchenko,1
Oliver Daly,1
Oliver Hirschbiegel,1
Oliver Irving,1
Oliver Murray,1
Oliver Parker,1
Oliver Schmitz,1
Oliver Stone,3
Oliver Thompson,1
Olivia Newman,1
Olivia Wilde,1
Olivier Afonso,1
Olivier Assayas,1
Omung Kumar,2
Ondi Timoner,1
One9,1
Onur Tukel,1
Oren Moverman,1
Oren Uziel,1
Oriol Paulo,2
Orlando von Einsiedel,2
Orson Oblowitz,1
Orson Welles,1
Otis Mass,1
Otto Preminger,3
Ovidio G. Assonitis,1
Owen Egerton,1
Owen Harris,1
Oz Perkins,2
Oz Scott,1
P.J. Hogan,1
Pa. Ranjith,1
Pablo Larraín,1
Paco Cabezas,1
Paco León,1
Pamela Romanowsky,1
Pamela Yates,2
Pan Nalin,1
"Paolo Cavara,Gualtiero Jacopetti,Franco Prosperi",1
Pappi Corsicato,1
Pascal Laugier,2
Pat Healy,1
Pat Kiely,1
Pat Mills,1
Pat Murphy,1
Patricia Riggen,1
Patricia Rozema,1
Patrick Brice,3
Patrick Coyle,1
"Patrick Gilmore,Tim Johnson",1
Patrick Lussier,1
Patrick O'Brien,1
Patrick O'Dell,1
Patrick Tatopoulos,1
Paul A. Kaufman,1
Paul Andrew Williams,2
"Paul Bolger,Yvette Kaplan,Greg Tiernan,Dino Athanassiou",1
Paul Brickman,1
Paul Cox,1
Paul Dalio,1
Paul Downs Colaizzo,1
Paul Dugdale,1
Paul Feig,1
Paul Fox,1
Paul Goodwin,1
Paul Greengrass,2
Paul Gross,2
Paul Haggis,1
Paul Hoen,3
"Paul Humfress,Derek Jarman",1
Paul Hyett,1
Paul Johansson,1
Paul Justman,1
Paul Katis,1
Paul Lazarus,1
Paul Leaf,1
Paul Mazursky,1
Paul McGuigan,1
Paul Michael Glaser,2
Paul Raschid,1
Paul Schrader,4
Paul Shapiro,1
Paul Shoulberg,1
Paul Solet,1
Paul Thomas Anderson,4
Paul Urkijo Alijo,1
Paul Verhoeven,2
Paul W.S. Anderson,4
Paul Weitz,1
Paul Wright,1
Paula van der Oest,1
Pauline Chan,1
Pauly Shore,1
"Pavan Moondi,Brian Robertson",1
Pawel Pawlikowski,2
Pearry Reginald Teo,1
Pearse Elliott,1
Pedro Almodóvar,1
Pedro González-Rubio,1
Peggy Holmes,2
"Pella Kagerman,Hugo Lilja",1
Pen Densham,1
Penelope Spheeris,4
Penny Lane,3
Per Fly,1
Pernille Fischer Christensen,1
Perry Blackshear,1
Perry Lang,1
"Pete Docter,Bob Peterson",1
"Pete Docter,David Silverman,Lee Unkrich",1
"Pete Docter,Ronnie Del Carmen",1
Pete Travis,1
Peter Askin,1
Peter Berg,3
Peter Bogdanovich,3
"Peter Brosens,Jessica Woodworth",1
Peter Carter,1
Peter Cattaneo,1
Peter Chelsom,3
Peter Cohn,1
Peter Cousens,1
Peter Duffell,1
Peter George,1
Peter Hanson,1
Peter Hastings,1
Peter Hedges,2
Peter Hewitt,3
Peter Howitt,1
Peter Hutchings,2
Peter Hyams,2
Peter Jackson,1
Peter Landesman,2
"Peter Lord,Jeff Newitt",1
"Peter Lord,Nick Park",1
Peter MacDonald,1
"Peter Middleton,James Spinney",1
Peter Mullan,2
Peter Navarro,1
Peter O'Fallon,1
Peter Sasdy,1
Peter Segal,2
Peter Sillen,1
Peter Sohn,1
Peter Sollett,1
Peter Spirer,1
Peter Stylianou,1
Peter Sullivan,1
Peter Templeman,1
Peter Weir,1
Peter Wellington,1
Peter Yates,2
Petra Biondina Volpe,1
Petra Costa,1
Peyton Reed,3
Phie Ambo,1
Phil Grabsky,2
Phil Joanou,1
"Phil Johnston,Rich Moore",1
Phil Karlson,3
Philip Chidel,1
Philip Frank Messina,1
Philip Gelatt,1
Philip Kaufman,1
Philip Martin,1
Philip Ridley,1
Philip Saville,1
Philippe Aractingi,1
Philippe Caland,2
Philippe Claudel,1
Philippe Diaz,2
Philippe Mora,1
Philippe Van Leeuw,1
Phillip Andrew Morton,1
Phillip Borsos,1
Phillip Guzman,1
Phillip J. Bartell,1
Phillip Noyce,3
Phillip Youmans,1
Phyllida Lloyd,1
Pier Paolo Pasolini,5
Piero Messina,1
"Pierre Coffin,Chris Renaud",1
Pierre Deschamps,1
Pierre Morel,1
Pierre Salvadori,1
Piotr Szkopiak,1
Pjer Zalica,1
Plan B,1
Polly Draper,1
Prabhu Deva,1
Pradeep Sarkar,2
Prakash Jha,2
Prasanth Varma,1
Prashant Nair,1
Prashanth Neel,1
Predrag Antonijevic,1
Prentice Penny,1
"Prince,Albert Magnoli",1
Priscilla Cameron,1
Priyadarshan,3
Prosit Roy,1
Punit Malhotra,1
Q. Allan Brocka,1
Qaushiq Mukherjee,2
Qing Yang,1
Quentin Lee,1
"Quentin Lee,Justin Lin",1
Quentin Tarantino,6
Quinn Lasher,1
Quinn Shephard,1
R. Balki,1
R.J. Daniel Hanna,1
R.W. Goodwin,1
RZA,1
RaMell Ross,1
"Rachel Dretzin,Jamila Ephron",1
Rachel Hirons,1
Rachel Israel,1
Rachel Lears,1
Rachel Mason,1
Rachel Talalay,1
Rachid Bouchareb,1
"Rahat Kazmi,Bhanu Pratap Singh",1
"Rahi Anil Barve,Anand Gandhi,Adesh Prasad",1
Rahul Dholakia,1
Rainer Werner Fassbinder,1
Raj Kumar Gupta,1
Raja Gosnell,4
Rajkumar Hirani,3
Rakeysh Omprakash Mehra,2
Ralph Bakshi,2
Ram Gopal Varma,1
Ramesh Sippy,2
Ramin Niami,1
Ramon Zürcher,1
Ramón Salazar,1
Randal Kleiser,3
Randall Cole,1
Randall Miller,4
Randall Wallace,2
Randall Wood,1
Ranjit Tewari,1
Raoul Peck,3
Raoul Ruiz,1
"Raoul Walsh,Mario Bava",1
Rashid Masharawi,1
Ray Kellogg,2
Rayka Zehtabchi,1
"Raymie Muzquiz,Stu Livingston",1
Raymond De Felitta,2
Rebecca Addelman,1
"Rebecca Cammisa,Rob Fruchtman",1
Rebecca Miller,1
Rebecca Richman Cohen,1
Rebecca Thomas,1
Rebecca Zlotowski,1
Reed Morano,1
Reema Kagti,1
Reg Traviss,1
Reginald Hudlin,3
Reinaldo Marcus Green,1
Remo D'Souza,2
Rene Liu,1
Renny Harlin,2
René Clément,1
Rhys Graham,1
Rhys Thomas,1
Rian Johnson,1
Ribhu Dasgupta,1
Ric Esther Bienstock,1
Ric Roman Waugh,2
Rich Fox,1
Rich Moore,1
Richard Attenborough,1
"Richard Barber,Andre Lambertson",1
Richard Benjamin,3
"Richard Berge,Bonni Cohen,Nicole Newnham",1
Richard Berry,1
Richard Brooks,1
Richard Ciupka,1
"Richard Claus,Karsten Kiilerich",1
Richard Curtis,1
Richard E. Grant,1
Richard Eyre,4
Richard Fleischer,3
Richard Franklin,3
Richard Gray,1
Richard Greenberg,1
Richard Hankin,1
Richard LaGravenese,1
"Richard Ladkani,Sean Bogle,Matthew Podolsky",1
Richard Linklater,3
Richard Loncraine,4
"Richard Lowenstein,Lynn-Maree Milburn",1
Richard Marquand,2
Richard Martini,1
Richard Moore,1
Richard Parry,2
Richard Pearce,1
Richard Press,1
Richard Raaphorst,1
Richard Rich,1
Richard Schenkman,2
Richard Shepard,1
Richard Spence,1
Richard Thorpe,1
"Richard W. Haines,Lloyd Kaufman",1
"Richard Whorf,Vincente Minnelli,George Sidney",1
"Richard da Costa,Alex Parkinson",1
Richie Adams,1
Richie Mehta,2
Richie Moore,1
Richie Smyth,1
Rick Alverson,2
Rick Bieber,1
"Rick Caine,Debbie Melnyk",1
Rick Rowley,1
"Ricki Stern,Anne Sundberg",1
Ricky Gervais,2
"Ricky Gervais,Matthew Robinson",1
Ridley Scott,2
Riley Stearns,2
Rima Das,1
Ritesh Batra,2
Rob Burnett,1
Rob Cohen,2
Rob Kuhns,1
Rob Letterman,1
Rob Marshall,2
Rob Meyer,1
Rob Minkoff,3
Rob Reiner,5
Rob Schmidt,1
Rob Stewart,1
Rob W. King,2
Robert Aldrich,1
Robert Altman,7
Robert B. Weide,1
Robert Benton,1
Robert Bierman,2
Robert Butler,1
"Robert C. Ramirez,Patrick A. Ventura",2
"Robert C. Ramirez,Steve Trenbirth",1
Robert Connolly,1
Robert D. Krzykowski,1
Robert Duvall,2
Robert Edwards,1
Robert Eggers,2
Robert Florey,1
Robert Fontaine,1
"Robert Gordon,Morgan Neville",1
Robert Greene,1
Robert Greenwald,4
Robert Guédiguian,1
Robert Harling,1
Robert Harmon,1
"Robert Hughes,Dan Povenmire,Jay Lender,Jeff 'Swampy' Marsh,Kyle Menke",1
Robert J. Flaherty,1
Robert Kenner,1
Robert Luketic,3
Robert M. Young,3
Robert Mandel,1
Robert Markowitz,1
Robert Meyer Burnett,1
Robert Mockler,1
Robert Moore,1
Robert Mugge,1
Robert Mullan,1
"Robert Osman,Nathanael Wiseman",1
Robert Rodriguez,2
Robert Shallcross,1
Robert Siegel,2
Robert Siodmak,1
Robert Smigel,1
Robert Stevenson,10
"Robert Stevenson,Ward Kimball",1
Robert Stone,1
Robert Townsend,1
Robert Vince,1
Robert Wiene,1
Robert Wise,5
Robert Young,1
Robert Zemeckis,6
"Robert Zemeckis,Richard Williams",1
"Roberta Grossman,Sophie Sartain",1
Roberto Andò,1
Roberto Faenza,1
"Roberts Gannaway,Peggy Holmes",1
Robi Michael,1
"Robin Budd,Donovan Cook",1
Robin Campillo,1
Robin Hardy,1
Robin Swicord,1
Rod Blackhurst,1
"Rod Blackhurst,Brian McGinn",1
Rodger Grossman,1
Rodney Ascher,1
Rodrigo Cortés,1
Rodrigo Plá,1
Roel Reiné,1
"Roger Allers,Gaëtan Brizzi,Paul Brizzi,Joan C. Gratz,Mohammed Saeed Harib,Tomm Moore,Nina Paley,Bill Plympton,Joann Sfar,Michal Socha",1
"Roger Allers,Jill Culton,Anthony Stacchi",1
Roger Christian,1
Roger Corman,3
Roger Donaldson,1
Roger Kumble,3
Roger Michell,2
Roger Nygard,1
Roger Paradiso,1
Roger Ross Williams,1
Roger Sherman,1
Roger Spottiswoode,6
Rohit Colin Rao,1
Rohit Shetty,3
Roland Emmerich,4
Roland Joffé,2
Rolf de Heer,3
Romain Gavras,1
Roman Coppola,1
Roman Polanski,6
"Ron Clements,Burny Mattinson,David Michener,John Musker",1
"Ron Clements,John Musker",3
"Ron Clements,John Musker,Don Hall,Chris Williams",1
Ron Fricke,1
Ron Howard,7
Ron Mann,2
Ron Maxwell,1
Ron Scalpello,1
Ron Shelton,2
Ron Underwood,2
Ronny Yu,2
Rory Kennedy,3
Rose Bosch,2
Rose Troche,1
Rosemary Myers,1
Ross Boyask,1
Ross Kagan Marks,1
Ross Katz,1
Ross Partridge,1
Rouben Mamoulian,1
Rowan Joffe,1
Rowdy Herrington,1
Rowland V. Lee,1
Roxanne Benjamin,1
"Roxanne Benjamin,Karyn Kusama,St. Vincent,Jovanka Vuckovic",1
"Roxanne Benjamin,Matt Bettinelli-Olpin,David Bruckner,Tyler Gillett,Patrick Horvath,Justin Martinez,Radio Silence,Chad Villella",1
Roy Del Ruth,1
Roy Ward Baker,1
Roy William Neill,2
"Ruben Amar,Lola Bessis",1
Ruben Fleischer,1
Ruben Östlund,1
Rucha Humnabadkar,1
Rudolph Maté,1
Rudy De Luca,1
Rudy Durand,1
Rupert Glasson,1
Rupert Wainwright,2
Russell Brown,1
Russell Crowe,1
Russell Harbaugh,1
"Russell Hodge,Cynthia Scott-Johnson",1
Russell Mulcahy,2
Russell Rouse,1
Rusty Cundieff,2
"Rusty Cundieff,Darin Scott",1
Ruth Leitman,1
Ry Russo-Young,1
Ryan Bellgardt,1
Ryan Coogler,1
Ryan Eggold,1
Ryan Jaffe,1
Ryan Little,1
Ryan Piers Williams,1
Ryôtarô Makihara,1
Ryûhei Kitamura,1
"Rémi Bezançon,Jean-Christophe Lie",1
S. Craig Zahler,2
S.J. Clarkson,1
S.S. Rajamouli,2
S.S. Wilson,1
"Sabaah Folayan,Damon Davis",1
Sabir Khan,1
Sachin Yardi,1
Saket Chaudhary,1
Salim Akil,1
Salima Koroma,1
Sally Potter,2
Salomé Breziner,1
Sam Boyd,1
Sam Dunn,1
"Sam Dunn,Scot McFadyen",1
Sam Firstenberg,1
Sam Fleischner,1
"Sam Green,Bill Siegel",1
Sam Hargrave,1
Sam Levinson,2
Sam Mendes,2
Sam Peckinpah,3
Sam Pillsbury,2
Sam Pollard,1
Sam Raimi,1
Sam Shepard,1
Sam Voutas,1
Sam Weisman,1
Sam Wood,1
Samantha Buck,1
Samantha Morton,1
Samir Oliveros,1
Samu Fuentes,1
Samuel Fuller,2
Samuel Kishi,1
Sandeep Reddy Vanga,1
Sandi Tan,1
Sandra Goldbacher,2
Sang-ho Yeon,2
Sang-soo Im,3
Sanjay Gadhvi,1
Sanjay Gupta,2
Sanjay Leela Bhansali,2
Sanjay Rawal,1
Sankalp Reddy,1
Sara Colangelo,1
Sara Driver,1
"Sara Newens,Mina T. Son",1
Sara Sugarman,1
Sarah Adina Smith,2
Sarah Daggar-Nickson,1
Sarah Gavron,2
Sarah Smick,1
"Sarah Smith,Barry Cook",1
Sarah Spillane,1
Sarah Watt,1
Sarik Andreasyan,1
"Sarita Khurana,Smriti Mundhra",1
Satoshi Kuwabara,1
Saul Dibb,3
Saul Metzstein,2
Savage Steve Holland,1
Saverio Costanzo,1
Scooter Corkle,1
"Scott Alexander,Larry Karaszewski",1
Scott Aukerman,1
"Scott Aukerman,Akiva Schaffer",1
Scott B. Hansen,1
"Scott Beck,Bryan Woods",1
Scott Cohen,1
Scott Cooper,1
Scott Derrickson,2
Scott Glosserman,1
Scott Hamilton Kennedy,2
Scott Hicks,1
Scott Lew,1
Scott Mann,1
Scott Marshall,1
Scott Martin,1
"Scott McGehee,David Siegel",2
Scott P. Harris,1
Scott Sidney,1
Scott Smith,1
Scott Speer,1
Scott Storm,1
Scott Walker,1
Scott Waugh,1
Scott Z. Burns,2
Sean Anders,1
Sean Baker,2
Sean Ellis,2
"Sean Fine,Andrea Nix",1
Sean Foley,1
Sean Garrity,1
Sean McAllister,1
Sean McNamara,3
Sean Penn,2
Sean S. Cunningham,1
Sebastian Gutierrez,1
"Sebastian Jones,Ramez Silyan",1
Sebastian del Amo,1
Sebastián Cordero,1
Sebastián Hofmann,1
Sebastián Lelio,2
Sebastián Silva,1
"Serge Bromberg,Ruxandra Medrea",1
Sergey Mokritskiy,1
Sergio Castellitto,1
Sergio Corbucci,1
Sergio G. Sánchez,1
Sergio Leone,2
Sergio Martino,1
"Sergio Pablos,Carlos Martínez López",1
Sergio Tovar Velarde,1
Seth A. Smith,1
Seth Barrish,1
"Seth Fuller,Scott Hussion",1
Seth Green,1
Seth MacFarlane,1
Seung-wan Ryoo,2
